Reviews,Rating
"I am happy with this watch, and it is good value, although I have a few niggles, although I am not sure whether the problem lies with the watch or with the phone. Some notifications do not come through to the watch although the necessary permissions seem to be given. Although I have set it to be displaying the time all day, the battery lasts well.",4.0
"I love the colours of this one, had it around a year now and still love it. Just dislike how fast the batteries go down on products like this, tried a few different brands and all seem to be the same. App and watch work well, no complaints as yet",5.0
"This is a good watch and the Fitbit app gives a really good overview. But the problem is that it estimates too much rather than giving actual data. So without wearing the watch you’ve already burnt 700 calories, because it determines according to your heart rate, which stays the same as the last time you wore it. It’s a good piece of kit, but if you want really accurate results, it’s flawed.",4.0
"Absolutley rubbish delivery....driver left this and a number of other items on my doorstep in full view of a busy road!! This item is nearly £200!I even have ""leave with a neighbour"" on my delivery info.... very angry! Something needs to be done about this!",1.0
"This fitness tracker will only work/sync up with some models of phone/operating systems. It failed to collect to my phone, nor my Windows 10 PC. I got on to technical support and they confirmed that this is an ongoing, unresolved issue as the Versa 2 is not compatible with many makes of phone.Buy with care (or don't buy at all)!",1.0
Love this! I wear it all the time and really love checking the app at the end of the day to see my progression. Only downside is the sleep tracker isn't 100% accurate- it's good but it isn't as sensitive as I'd like. Still love it and would recommend.,5.0
"I absolutely love my watch. I have a heart problem and it is pretty accurate in recording my heart rate.Steps are not always that accurate as chopping veg and stirring food in a saucepan seems to clock up steps, but most watches I have had also have the same problem.It is easy to use and I would recommend",5.0
"My deezer doesn't  sync probably. I cannot comment about the sleep tracking as I do not sleep with it. It looks  good, but I am probably not using all of the functions, the function I want to be working I.e the music function has not worked properly despite contacting Fit Bit directly",3.0
This is not a smart watch. If you want app and all other shrinking phone then this is not the one.This is the best BIG display fitness tracker and not smart watch. And I must say is the 98% accurat. Sleep walk and hear rare.And good battery life.,4.0
"Doesnt sync with the app. Can get it to sync by switching off and restarting g on both app and watch, but means unable to use half of the functions such as alexa, find my phone, etc as is not connected. I thought it might be a problem due to outdated phone but have changed phone whilst owning watch which is no better.",2.0
"Really glad I upgraded to this model. I had the charge 2 for 3 years, there was nothing wrong with it but slightly scratched and felt like an upgrade was due. The amazon Alexa feature is really helpful and love the colour. The relax feature is also amazing! The Alexa feature reacts to holding down the button and then speaking, not just speaking.",5.0
"Its my first fitbit and smartwatchI love it. Nice design, comfortable and stylish, generally accurate, waterproof, the app is good. Havent had any issues with it Good battery life. Have to pay for premium for everything which is why its 4 stars.",4.0
"OMG I love this, looks beautiful and the app is amazing, basic if you don't pay  for the premium package but in my opinion £7.99 a month is well worth it, there are the options to add people as friends and you can do group challenges to really motivate you to get more steps in etc, would give this more stars if I could",5.0
"Nice looking watch, ended there for me. Notifications work temporarily and you need to delete app and redownload again to make notifications work but only work for an hour then gone again. Needed a week of tech support to get Alexa to work. Got conflicting ""support"" from Fitbit, was told my phone was not compatible but is, and advertised as compatible. This watch ended up being an inaccurate step counter that could monitor your heartbeat, nothing more. Advise strongly against this brand especially down to their support who have no idea about their own product.",1.0
"Initially I was pleased but now I would not recommend. Try a Garmin watch instead - cheaper and better.Apart from the rash this wearable tracker gives you, mine stopped autotracking exercises and will not sync with Strava. I've contacted Fitbit who come back with helpful responses Like ""sync your strava app"". Don't waste your money",1.0
I found it difficult to use. I downloaded the app but it is so confusing. Fortunately the watch looks superb so I am more than happy to wear it and it does record my steps and heartbeat which is great but I cannot fathom out how to get any more information from it.,4.0
"I bought this item in December and it has already stopped working. The touch screen doesn't work, it doesn't count stairs and the on-off button is intermittent. I've reset the device more times than I can count and even factory reset it which did nothing. I'm so disappointed, as I loved the FitBit Versa2 when I first got it and can't believe it's stopped working in less than 4 months",1.0
"Great watch, easy to use, great features, does everything I need. It does occasionally leave a little red mark from the heart rate monitor. Also not 100% accurate as it thinks I'm walking when I'm washing up, but mostly it's pretty accurate.",5.0
"broken already, scene completely blank but green light on so it's like it is on but screen not showing anything. Being charged £7.99 a month for Premium which I didn't subscribe to and no way of cancelling, been trying 5 months! As was somehow set up to charge to my works mobile phone bill Vodafone they are saying to contact Google Play and Google play are saying they can't find! all in all a nightmare and wouldn't buy one again!",1.0
"I bought this after looking at the reviews and mainly not wanting to pay that little more for an Apple Watch just to see what it’s like. Wore it for over a day easy set up etc. But the calories burnt throughout the night were just over the top. I burned apparently 900+ calories in my sleep, I don’t remember doing a half marathon in my sleep to be honest. And my heart rate was always apparently through the roof! It’s a good product but I’m now going to buy the Apple Watch as I think this would be more accurate and just a better product in my opinion",3.0
Terrible reliability. The screen kept on crashing and freezing intermittently. This got gradually worse until it completely froze and became unusable.,1.0
"Great upgrade from the FitBit Blaze I had.  Lots of extra bits it can do over the Blaze.  So far worked out great.  However, the only issue is the wrist strap connection.  I've had the watch for about 2 weeks now and it's fine, but I still don't feel 100% like it's really on properly.  I felt more confident with the blaze type straps as the watch section just clicked in place.",4.0
A lovely product bought to accompany my android phone.  No problems so far. Seems accurate so far. Haven't used it in the gym yet (obviously 😁).  I've linked it with my phone and iPad and had no problems. A great buy so far. Will update again with anything significant.,5.0
"My wife is delighted with it and her  being a right wee geek, finding you can add LCARS as the style of display was just gravy.",5.0
Love this Fitbit. I thought it would look too big on my wrist but it’s actually a good size and so comfortable to wear. It does exactly what it’s says it can do and I love all the extra features it has. My last Fitbit only counted steps and my sleep pattern. Very happy with my purchase.,5.0
"I wanted this watch for sleep information, not exercise. I love it - fabulous insight into my sleep patterns and I read the Health Metrics every morning. Oxygen saturation measurements very important in these difficult days!",5.0
"If I could give 0 I would. My versa 2 worked for 4 hours then wouldn't return to the screen, just flashing the Fitbit logo and could not reboot it as it would not allow me. Fitbit company did not return any emails I sent",1.0
"Got this for my wife , she has not taken it off since , she loves it .!! Great way to track your fitness and steps, has definitely made a difference to get you up and moving with the daily goals , would highly recommend.!!",5.0
So disappointed with Amazon. Had to return it because the box appears damaged and there is no fitbit watch inside. Just the charger and one strap. It seemed that someone has opened the box and took the watch. I am extremely frustrated as it is not a cheap product and has to wait for refund,1.0
"Really not very good. In the two weeks I owned it I had to reset it to communicate with the app on at least four occasions until, eventually it refused to communicate at all. Sent it back. Now the refund is taking a very long time.",2.0
"Fit bit stopped charging so was returned. Was asked to send original box and instructions, luckily I still had themWhen returned was without the box, which I want and without instructions which i also want.New Fit Bit does not seem to fit charger properly and keeps on popping outAmazon just keep saying are escalating  matter but nothing is getting sorted.DO NOT BUY THIS",1.0
"Excellent product.  Love the design, the clock faces can be changed and seems accurate.  Love the features.  I can listen to music, see texts and calls coming into my mobile, it even links to my ring doorbell to get notifications.  Got it at an excellent price too.",5.0
"Good watch. Looks average++, does the job it's designed to do.However, it isn't compatible with OnePlus phones which is horrible on their part as it is one of the most popular phone manufacturers out there...It worked like a fitness band for me..... No notifications, no smartwatch features and I had some problems connection and refreshing earlier on...Returned it....",2.0
"This is great but you don’t get notifications from apps like WhatsApp or Facebook messenger this would be very useful. Only text messages and calls. Works really well for sleep tracking, 95% of the time it’s accurate.",5.0
Replacement device.Took an age and half a dozen attempts to get the obligatory update downloaded and installed.Apart from that it is fine.Hope it lasts longer than the last one (6months).,4.0
As the versa is much more watch like it is an excellent productLoads of worthwhile features to encourage you to do more exerciseBattery life is quite  good and the amount of free watch faces available is fantastic,5.0
So far so good. The battery life is impressive. I’m charging now at 21% after six days. Have used it to replace my running watch also. It was easy to set up (I’m a techno-phone). Aesthetically it’s great too. Love it,5.0
"Great tracker, sinks much faster than the Blaze. The only thing I'm not thrilled about is that I cannot rearrange the order of the types of activities, as I wanted to have the ones I do regularly to come first, but hopefully this will be resolved with some of the updates to follow. In general, I'm pretty happy with this purchase.",5.0
Bought as a present for someone who has huawei p20 pro phone and currently uses Fitbit charge 3 with no issues however this Fitbit IS NOT compatible with the phone despite being listed as supported on Fitbit website. Very disappointed and is currently being returned.It will work if you just want it as a fitness tracker but it will not receive any notifications therefore completely pointless to upgrade to this watch.,1.0
"The strap has made my wrist itchy and sore. If I want to use it going forward , I will have buy a metal strap. Reading the reviews I realised that some people have faced similar kind of problem. My skin is generally not that sensitive and I have used Fitbit in the past.  Something for people to keep this skin irritation problem in mind before investing.",3.0
"I like the watch, hourly reminding for your daily steps achievement, battery lasting is very good approximately 3 days.Only thing what I’m not happy with is the running tracking. I usually use another running app Together with Fitbit and realised that on 5.3 km running distance the Fitbit shows only 4.27km. I downloaded another running app to see  the tracking there which confirmed 5.3km run. It seems that Fitbit is not very accurate showing 1km difference on 5km run. I personally think this is a huge difference.",3.0
This is my 3rd Fitbit over the years (upgrades) I love the additional features - I am obsessed with the fat burning heart rate zone - still some work to do on the food logging app to be fair - but overall it's great,5.0
The Fitbit Versa 2 does everything it promises. The battery life is good and I've only charged it a few times since getting it for a Christmas present. I can now track my exercise without having to carry my phone with me. I love the sleep function and the fact that it breaks down my sleep pattern so I can see how much of each sleep phase I go through in a night. I've also linked My Fitness Pal app to it so it tracks my food and water intake to keep me on target. I would recommend this to anyone thinking about getting this or a similar product.,5.0
"Very good good watch ,let’s you see your sleep patterns ,steps, calories and a lot more.Simple to set up once you download the app on your phone then you can customise it all to your liking.Gets you off the sofa and out and about burning calories and increasing your step count...So you can see what calories you can put back in on the sofa again.lol.",5.0
"Got one for myself last year and I was so good I got my partner one as a gift as well. He absolutely loves it. Good Battery life 4-5 days. And the app sends you a notification if your battery is under 20% so you remember to charge it. It tracks sleep, heart rate and steps. The built in Spotify function is cool too. I like to use it to track my runs.",5.0
"Very comfortable to wear and great at tracking my activity and sleep.  Reminds you to get active if you sit too long and also lets you k ow booked appointments from your calendar.  Also, You can ask Alexa questions.",5.0
I love this upgrade to my Fitbit. The mobile app is helpful and I like that I can track my sleep. I also like the alarm and the fact that the face is so easy to see and that there are many choices of face display.,5.0
I like the look and it all works very well. I did have to sign up to Fitbit Premium to get the most out of it but am on a free trial.The plastic strap is a no go for me as it makes you sweat and traps moisture. I have had a rash due to this. I am a very clean person and take it off every day to clean it. It just causes a sweat rash throughout the day.I have purchased a different strap to solve this problem.,4.0
Warning you will need a smart phone to set up Alexa .if I knew this I would not have bought,5.0
"Love it. Quite a gd battery life as I have it on display all the time , the battery life lasts two days for me.  Very easy to see as quite a large display of everything. I would highly recommend this Fitbit.",5.0
"Really love my watch, it is so easy to use and gives me a great insight into my fitness and sleep patterns. Flashy looking and very comfortable. I was worried it would be too big as my wrists are small, but it looks great. Oh it's lost time once but just, need to make sure Bluetooth it always activated. Battery life is also very good . Overall it's great and if recommend it.",5.0
"It does everything I need from a smart watch, but the battery life is shockingly bad, it doesn't last 48hours, so essentially I need to put it on charge most days. Having previously owned a Fitbit Charge with a battery life of at least a week i am very dissapointed",3.0
Probably good if you mainly want to measure you heart rate and count your steps. I had a Fitbit charge 4 before to record my runs on Strava.Bought the versa 2 thinking it's an upgrade but I was very wrong.  I was shocked to find out it does not have GPS! if I want to track my runs I have to bring my phone to use the GPS. Absolutely useless,1.0
"Wow. This has really highlighted how lazy, inactive and very little sleep I get. I’m not gona change anything. But it’s nice to know and have proof of what my other half has said for yours. Thanks fit bit.",5.0
I really love this.It's not perfect but it is perfect for my needs.Helps keep track of exercise and the heart rate monitor motivates me to keep going while exercising. I don't think it is fully accurate but it is good to keep track. Sleep data on fitbit is a bit disappointing but I dont use it much anyway.,5.0
"so sensitive. picks up almost 4 x more steps than other step counter.. even counting 100 steps, it comes up with almost 400..",1.0
Ordered on Prime Day 13/10/20 and won't charge or get recognised by Fitbit app.  Had 3 Fitbit products before without issue.  Amazon given poor customer service to replace.  Replacement is at Locker over a mile away when there are lockers at the end of my road and i have to drop the faulty one off over a mile away in the other direction at Hermes!  And I repeat - the item was faulty on delivery.  Shocking,1.0
Looks great. Love my finite. This is now my third and o wouldn’t be without it. Good size. Only quibble is that I don’t find the sleep recording necessarily that accurate but excellent for other functionality.,5.0
Love this tracker watch. Unfortunately I am allergic to it and waiting for my wrist to heal/get used to it.,5.0
"I bought this at the start of lock-down as I started running, the main purpose was to track my fitness and running times as I decided to start with all other sports cancelled.For a device that is suppose to have GPS it was awful, when i used other devices and friends devices and trackers to compare, the fit vit versa 2 was off as much as 2K (on a 5K run) sometimes, making it impossible to track progress and useless, I returned it mid run and am awaiting my refund.",1.0
"I really love this watch. It's smart, its quick and the functions, style and physical make up are all great. My moan is that, like with all fitbits, the calories seem inaccurate. They seem very overgenerous. Also I feel Fitbit could do some work to their app too. I often find my watch doesn't automatically sync with the app and sometimes it crashes or won't let me view my exercise page. Overall I would buy Fitbit again because of the price.",4.0
"Is a good watch but it loose connections a lot, I had to synchronise and set it up 4 time in 3 weeks ,this the reason I returned.",4.0
"Use this 24/7 it measures my sleep, my steps, has breathing exercises. The app is great has work outs and all sorts to choose from. The £100 fit bits so basically the same there isn’t really much difference, but the bigger screen I personally think it’s much better. You can’t see much on the smaller ones! Well worth the money. Just make sure you get a cover for the face otherwise it might scratch!",5.0
I bought this as a replacement for a Blaze and wish I had stayed with a Blaze. It will not stay connected to the phone making all the apps unusable. Contacted customer support and they wasn't very helpful saying that my phone isnt compatible with the Versa2 so tried three other phones all had the same issues.,1.0
Bought this for my wife and it's rubbish compared to a Garmin at a similar price point. I'd get a Garmin Instinct unless you're deep into the fitbit ecosystem.,1.0
"The watch Burned my skin, I wasn’t wearing the watch for long and my wrist felt hot and my arm started to hurt when removing the watch my wrist was left burnt and blisteredI was in pain for days",1.0
I love Fitbit and upgraded from a Charge HR to this. Unfortunately I have had to return as it hurt my wrist joint. I tried making it looser and tighter but nothing worked. I have small wrists and it just didn't sit comfortably.  Gutted as I was ry excited to have this new tracker....back to the HR again.,3.0
Not bad got this to replace my blaze. However doesnt have the sensor that can feedback on sleep apnea which is the reason I bought. My fault should have researched a bit better.,4.0
My daughter absolutely loves her Fitbit watch. She wears it every day and has it synced to her phone messages etc. The purple strap is cool but she got another strap which made it look like a completely different watch so we are pleased it's so versatile. Very happy I got this for her birthday and it didn't become another wasted gadget.,5.0
"I love this Fitbit, the voice function to reply to messages is really useful. However, the battery life isn't the best because it has so many different functions compared to a simple fitness tracker.",4.0
I like how it tells me how many steps I have taken in the day and makes me try to do more. It also lets me know how many calories i have burnt and records my sleep pattern!,5.0
my son got this for christmas loved it for his fitness  as he is fitness and sporty  now it as stopped working i can not believe  it didnt work for long please give us some help to sort problem  not happy at moment,3.0
Ok not impressed with useless system they uses if you want to change the strap size your spend a long time trying to get this stupid thing on absolute joke of a system and just about impossible to get on,2.0
"It’s good, just not good enough. 300 songs stored gives you surprisingly little variety. The contactless pay feature only supports about 2 banks in the UK, neither of which are mine. It does keep time though, and has an accurate step count. Maybe just get a cheap Fitbit and keep using your phone for the rest?",3.0
"Your browser does not support HTML5 video.


   I love it looks great, great shape, comfortable, easy to use my only annoyance is the battery life as it only last 2-3 days.",5.0
I have returned my watch as the accuracy was way out on steps.  One day I clocked up18000 which for lockdown hour would have been a feat.  I have reverted to my £30 sports watch Which  is brilliant.,3.0
"I was so excited to receive this product.but  It does not allow calls to be accepted as it does not have a microphone and most annoying it keeps wanting a re sync daily, so does not accurately track your sports and movements. Very poor product, definitely would not recommend. Sadly I have wasted my money on this product. Appalling.",1.0
"Its an average product wrapped in Fitbit's marketing. Once you pay a large amount for a watch that causes rashes on your wrist, you then end up being pushed into paying even more to unlock a few more paltry features.",2.0
Got one of these to my wife for jer birthday. She loves it,5.0
Amazing watch. The best feature by far is the smart alarm. It finds the perfect time for you to wake up. Even if you sleep 4 hours you'll feel like you slept 12. No more grumpyness no more tiredness. It's also great to track your exercise and food intake.It's a great addition to your everyday life.,5.0
This is a great smart watch only down side is that it doesn’t always recognise exercise. Not a problem as you can start the exercise manually but if you forget that it doesn’t log it on the app.,4.0
"Arrived in good condition,Had a week and so far no problems, Synched with my phone and headphones without difficultyI don't know how accurate the readings are but they seem about right",5.0
Absolutely love it!! Feels fantastic. The only issue is with the app on my phone as it can be slow to load. Definitely better than an apple watch and would recommend,5.0
Overall I really liked the watch. It has a simple display and attractive user interface which led me to buy it in the first place. Message notifications work well and data seems accurate. Raise to wake does not always work but it’s still a good feature. However it always felt sticky on my arm and just overall uncomfortable so I had to return it.,3.0
"The only problem I have with this is that for all of the features to work properly it needs to be near your phone or connected to WiFi. So when I'm at work and my phone is in my locker, it's not connected at all",4.0
My wife loves her Christmas present. The battery last well over 5 days. Its tracks everything on its own. I am seriously thinking about getting one for myself 🤣,5.0
Very easy to set up with the app. Great way of tracking your steps. The sleeping information is very informative and useful. And tells the time as welL ha ha. Good 4 day life on the battery.,5.0
"I bought this for my wife for Christmas, she loves it. She has worn it since Christmas Day and has only had to charge it fully twice so far! She has used it to track various different exercises and loves the fact it shows up all message/social media notifications on the screen. Set up was easy and the device is very user friendly. Wouldn’t hesitate to recommend it.",5.0
"I couldn’t find alexa tile showing and I did this and it worked. Just returning to the account, select advanced settings and under the specified location, make sure to choose UK.  Then log back in and it’s worked.",5.0
I love my fitbit. Its so easy to use but I wish I had bought the one with the material wrist strap because it irritates my skin however  I do have sensitive skin .,5.0
This is not the first Fitbit product in our family and they have never disappointed. We also have the Fitbit Aria which makes a good complementary product to the Versa.,5.0
"I'm really very upset because I paid £159 for Fitbit Versa 2 Health & Fitness watch and instead I received a parcel with Lynx body-wash, how is this possible?!! How can Amazon allow things like this to happen at all, I'm just speechless! I even can't find where to file a complain about this!",1.0
It didn’t last long but I was given a 50 percent discount off a newer model or a straight replacement so went for the Versa Sense as I wouldn’t trust the Versa 2.,3.0
"My first contact with this kind of item. App is not the best and often need restarting and reconnecting to sync. Watch is very elegant and simple. Fairly easy to use. Would recommend, although app could be more on user side",4.0
So I have had my versa 2 for about three months now. Its was a really good watch but the last few days the screen has started flickering all the time to the point its not use able. I have never dropped it or anything like that also. It has no damage to it what so ever. Its seems im not the only person this has happened to also. Its a real shame as its a great watch but I just don't know if i want to risk getting another one now.,2.0
"I've found this great for keeping tabs on my sleep, exercise and food diary. My only gripe is that I sometimes get a rash (possibly friction or sweat) from the strap. When this happens I switch wrists or stop wearing for a few days. I tried loosening it to prevent it from occurring however it doesnt feel secure. Other than this its perfect.",5.0
It is temperamental when connecting to WiFi. Is hit and miss. When travelling from one time zone to another can take upto two days for the time to sync. Have got a replacement and experiencing same problem. My FitBit 2 works perfectly,3.0
Now the ECG monitor is finally released the value of this watch seems fair. I do find the sleep tracker useful and it does make you more consistent in going to bed. The exercise/ activity tracking is also good and accurate. Just needs Prime Music downloads and it would be a 5 star winner.,4.0
"I had the exact same issue with the first fit bit, but returned it and got a new one and now again it has stopped charging. I have bought new chargers in case that is the issue but its not. The watch now is totally dead, wont charge and of no use to anyone. It just seems to be a product problem as there are lots of reports onlineUpdate L Amazon has kindly offered to return it.",3.0
This is my 4th Fitbit and the best by far. Recently my last Fitbit had lots of issues in failing to sync but the Versa 2 works fine all the time.well worth the extra money.,5.0
"I bought this as my old Fitbit screen died after two years of extensive use and I love it. The app, the functionalities on the watch itself, everything. For comparison, I was given a Garmin by my firm to track activity and stress last year during the first lockdown and I hated it with all myself. It’s nowhere near Fitbit in terms of tech.",5.0
"I LOVE fitbits but this one has broken after just a few months. I use it for it's purpose - sleeping, exercise etc so it should be used to some wear and tear - just like my other fitbits. Unlike my other ones, this has broken after just a few months. One of the side buttons have come off and the since the fitbit has died completely. I've had to go back to using my trusty Charge 2. Getting in touch with vendor for repair or replacement.",2.0
"Bought fitbit versa2 on prime deal for my wife. Just within a week the strap broke. Hasn't happened with any other watches before. Upon checking with amazon they said they can only do a partial refund for a strap that is £5.09 for replacing with unbranded but compatible strap. The quality of the fitbit strap is really bad, didnt expect this quality with expensive watch from Fitbit.",1.0
My third Fitbit. More advanced informationLooks nice white/black. Very smart. I think it is good value and would think purchase would aid to kick start that new You.,5.0
"Returned mine as I couldn't get it to receive notifications from my iPhone and for some reason, there was a delay of an hour or so when it tracked my sleep.  Disappointing.",3.0
A great product severely let down by the fact that it does not support the major banks for its contactless payment system. Only Santander is supported in the UK.,4.0
"I bought it for my girlfriend for Christmas and and she loves it. She got more conscious of her daily steps and sleep patterns, just being more active and sleeping well. It was like the best present ever, then she clipped it off the side of the worktop during the week. The strap broke from the watch and just came off.It seems like poor quality, but every other function with the watch including the app and battery are very good.",3.0
Initially seemed quite good but messages and phone notifications stopped working after an update. There are much better and more affordable options.,1.0
"Bought for my wife as it was smaller than her original Fitbit Ionic, though personally prefer the Ionic.Nice watch, loves the Alexa integration and the look and design, happy wife, happy life.",5.0
"This is not as slick as apple but the accuracy on the fitness stuff is so much better the app is really good plus it works well with other apps like map my rideMy real gripe is the battery life 2 days at best I had a charge 2, 7 days between charges",3.0
Live this watch. Had everything  I need. Love that I can use it for swimming Counts my laps. Live that I can see time on the dark without wearing my glasses..,5.0
Average device. I think there are better fitness trackers out there.Not as accurate as Garmin or Apple after comparing each one after a walk.,3.0
"When working it was brilliant, tracked my steps, logged sleep and food. I would have given 4 or 5!Unfortunately it began switching off every 10 mins or so, then the fit bit logo would remain on and the device couldn’t be used.It has progressively got worse, turning off more frequently until now it only has a blank screen.It was a Christmas gift so hoping it can be exchanged or repaired.",2.0
"I love this new Fitbit. It works so well and I can barely feel it on my wrist. I sleep with it and it is great because it has night mode, so it won’t bother you in the dark. It has many options for the exercise tab, including Pilates. I love the celebratory fireworks when I hit my step target!",5.0
"I love this Fitbit. I got one for Christmas and bought this for my partner for their birthday.Lovely quality, easy to use. Long lasting battery.Only issue I have found is that the pay option doesn’t work for UK based users.",5.0
"Love my watch, love tgecway it tracks your walks and shows it on a map on your phone. Really clever watch. Only downside is the strap irritates my skin sometimes but its not to big a deal.",5.0
"Love this, very easy to set up and use purchased for step counter but this does so much more to checking your water levels to receiving messages.",5.0
My main exercise is walking for which I have to use a walking aid. This watch will not record steps or calories when you use a walking aid. It has the same problem with home treadmills that have a user grab rail.,1.0
Love the sleep tracking and exercise features. I never wore a watch and bow I never want to take it off. The mobile app is also very interactive. So pleased with it.,5.0
"Can't find fault with it other than the low battery life. It states 4 days, but because of the apps I have added its 2-3 days. I charge it up on my car journeys mostly",5.0
"It’s Fitbit so don’t expect too much. Minor problems are an almost daily happenings. Counting the minutes walked and it suddenly going back to zero, is just one example.",2.0
this is my first fitbit product and so fay I love it it does everything i want and with the app tracking as well its a great way to help you attempt the stay healthy,5.0
"Got the watch straight out of the box and despite trying to use both Bluetooth and wireless, I could not get the watch to update. After about 4 hours of trying all the suggestions on the Fitbit help pages, I gave up and sent it back.",1.0
My wife's birthday present to replace her Fitbit Alta . She is really happy with it and the app is well presented and both watch and app are easy to use once set up .,5.0
I am really happy with that watch. Moste important for me is fact that battery life is really good and also have connection with Dexcom G6 . Highly recommend !,5.0
"I ordered this for my mum, opened the box there was only one half a strap when there should be two full ones, a charger and there was no watch face either.",1.0
I love my new fit bit it's great the heart rate monitor is the same reading as the hospital ecg machine and fitbit premium is a must buy.,5.0
"Have been very disappointed by this, am using it with an Android phone and the notifications drop every few days requiring a full reset of the connection to the phone, meaning setting up accounts linked to watch each time. Doesn’t track GPS on walks or runs with phone in close proximity and Google Pay has been less than reliable. Contacted Fitbit about it but didn’t even get a response. Would not recommend to anyone!",1.0
"Arrived early which was great.. Looks good and read good reviews but giving as a present so haven't opened it. Nice packaging, feels good quality.",5.0
"So it's a really nice watch, the display is clear and the app is pretty straight forward. As a sleep tracker or fitness tracker there is a glaring problem though, if you have a tattoo where you want to wear your watch it's not going to pick up your heart rate most of the time. My old Charge 2 could manage it just fine but sadly not the versa. Still a nice smart watch just a bit annoying.",3.0
"Amazing!! I bought this as my daughter has one and we now compete to see who has the most steps a day. The sleep tracker is really good I’ve just upgraded to premium package and there is loads of wonderful tips for sleep, exercises etc. The only downside is the strap makes your arm sweat a little and if you change the clock face it drains the battery more, so I would suggest keeping the original",5.0
"I'm on my 3rd day and really liking it, I'm already moving more and being generally more active. I'm also logging food and drinking my RDA of water.",5.0
"If you are looking for watch that looks good and tracks steps, exercise, sleep, calories burnt etc then this watch does all that.Nice large screen too.",5.0
This has made me able to focus on improving so many areas - activity - fitness - relaxation- sleep - workout programmes. It looks good too and would be lost without it.,5.0
"Love my new Fitbit. Had a Fitbit charge 2, the screen cracked 3 times so I finally gave in and bought the Versa 2. I love it, great looking, easy to use and familiar too. Has payment option and Spotify too, not used Alexa yet. Would highly recommend.",5.0
Bought as gift  for my wife...never off her wrist and with velour change covers and straps is fashionably versatile and functionally useful.,5.0
"Fantastic gift for my daughter's 30th birthday. She absolutely loves it, especially having Alexa with it too. Great bit of pink kit!",5.0
"Very Well Packed  easy  Instructions to follow . and  APP,  To set up  on my  Samsung 6  mobile and on my P.C.  VERY PLEASED ,",5.0
Arrived quickly.  Had watch few months now love it . Only use for time and fitness.  Dont use music as it doesn't.work with Amazon.  Great text message acknowledgment would recommend,5.0
Present for my daughter. She loves it & can wear it while swimming. My wife already had one so no reservations buying a 2nd.,5.0
"My Son loves it. Had an original fitbit but lost it, which was great too ,but this higher spec model has more functions/uses etc which he says are all excellent features.",5.0
I was a little concerned about connectivity when I read the reviews but it set up in minutes and have downloaded Alexa and Spotify with ease and both are working well. I stepped up to a versa from my old Fitbit and the stats are all pretty much the same apart from you can choose many more watch faces and exercises. I’m very pleased with it so far!,5.0
Great value and good features for the price,5.0
"Great watch, not 100% accurate but unfortunately I seem to be allergic to the casing it would appear that this is quite common from the Fitbit website.",4.0
Excellent fit bit but my only grievance is having to charge the battery every 2 days. My last fitbit lasted at least 4 days,5.0
Love my Fitbit and thank you amazon for the competitive price. Good for tracking basic health with options for more advanced tracking. Great to be able to control music in shower and wear in the pool with confidence.,5.0
"Awful watch, first one broke, sent back got sent a new one, had to have a different colour due to no stock, second one came after a week step counted stops working completely deletes steps, doesn't recognise sleep accurately, is dreadful avoid buying",1.0
"The app is not so much intuitive but if you really looking for something you will find. I think that it's a good smartwatch but if you are just looking for a sleeping tracking, heart hate and daily step, go to Xiaomi Mi Band 4 (It's cheaper than FitBit  and I already had and I bought FitBit versa 2 for a upgrade).",4.0
Cannot connect via WiFi - connects then immediately disconnects. Sleep tracking only works once or twice a week. Gave up talking to Fitbit customer services as couldn’t resolve issues. Good for logging exercise.,3.0
I live on my own and I can turn my hand to most things but when I recurved my watch it was and still is very complicated to set up and I am very sad because it cost me a lot of money to buy it as I’ve always wanted a smart watch.I have a good mind to send it back,1.0
I had the first fit bit and enjoyed it for a few years ... I decided to upgrade to the Fitbit versa two ..whilst it has a lot more features and looks nice and stylish the battery life is poor I have to charge it every two days other than that it is fine would I purchase it again .... No,3.0
So happy with this purchase! So many people have asked if it was an Apple Watch! Love tracking my fitness and all the other features!,5.0
"Really pleased with this, does everything I wanted really well, definitely helps with staying fit. The Amazon's exclusive colour is a stylish bonus.",5.0
This is a feature packed product. Upgraded from previous in a very thoughtful way. Great Battery life and problem free.,5.0
"It's pretty, it has hundreds of nice watch faces to chose from, it does what it says it does, however setup takes more than 2 hours over any network, it never ever synchronizes data even with correct settings to do so. Connectivity is defenitly an issue, it makes the watch worthless. Don't buy.",1.0
"I love this fitbit, it was an upgrade from a fitbit Blaze for me and it works very well and very easy to use.",5.0
"Good smart watch. Has basic features such as weather, alarms, stopwatch and amazon alexa commands. Calorie tracking is quite accurate. However, the app for the fitbit isn't very good at all. Overall, I gave the watch a 4 star it looks nice and functions as it should, the biggest drawback is the app. I highly recommend this product if you're i  to fitness.",4.0
Honestly one of the best devices I have purchased in a long long time. One could argue that the calorie counter and step count is slightly inaccurate but this is better than the others by a mile. I have lost two stones and since a 2 month ago purchase I am not sick of it yet. Great price at the time and all. Thanks fitbit!!,5.0
Very good fitness watch looks good and battery life is good about 4 days . App is good covers virtually everything you need. Would recommend.,5.0
trouble shouted from the beginning onwards!. seems quality issues are the main reason. now it is completely dead,3.0
Awful product - don't buy.Notifications rarley work unless you dont mind uninstalling and reinstalling the app daily and it's super inaccurate for runs. I do the same route quite often and fitbit has been out by up to 25%.,1.0
